	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colères/saines	Non/colères/saines	Oui/vie/saine	Oui/personne/saine	Oui/peau/saine	Oui/nourriture/saine	Oui/chair/saine	Oui/écorces/saines	Oui/dents/saines	Oui/bouche/saine	Oui/jambe/saine	Oui/feuilles/saines	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Oui/balles/plomb	Oui/lamelles/plomb	Oui/balle/plomb	Oui/noyaux/plomb	Oui/cartouches/plomb	Oui/billes/plomb	Oui/boulet/plomb	Oui/bille/plomb	Oui/plaque/plomb	Oui/coupole/plomb
Non/soleil/plomb	0.11162582039833069	0.028700752183794975	0.10945771634578705	0.015230337157845497	0.11107121407985687	0.007902907207608223	0.06933371722698212	0.03342761471867561	-0.03756044805049896	0.00031075309379957616	0.20109912753105164	0.011413426138460636	0.036874644458293915	0.03036939911544323	0.07144929468631744	-0.08213994652032852	0.006688850000500679	0.029569009318947792	0.11473719775676727	0.022144297137856483	1.0	0.8812704682350159	0.9056798219680786	0.8532758355140686	0.8930479288101196	0.9015710353851318	0.807295024394989	0.7693160772323608	0.6245450973510742	0.8537203073501587	0.23618938028812408	-0.02390795573592186	0.3929165005683899	0.058891307562589645	0.12381365895271301	0.07177727669477463	0.46743881702423096	0.2538430392742157	0.3121783137321472	0.15995891392230988	
Non/soleil/plomb	0.11781542003154755	0.03266778960824013	0.14700554311275482	0.016273658722639084	0.17485007643699646	0.027417568489909172	0.053311701864004135	0.027868805453181267	-0.06553425639867783	-0.07045816630125046	0.249126136302948	0.08715548366308212	0.11613573879003525	-0.009302129037678242	0.12752696871757507	-0.08135239034891129	0.03434660658240318	0.07670300453901291	0.1184023767709732	0.026719341054558754	0.8812704682350159	1.0	0.8868440389633179	0.884231448173523	0.8828907608985901	0.8405224680900574	0.8397828340530396	0.7989692687988281	0.6775129437446594	0.8110938668251038	0.2475997507572174	-0.012118731625378132	0.4197598099708557	0.02423367090523243	0.08363761752843857	0.06070294231176376	0.419357568025589	0.23107494413852692	0.36617976427078247	0.11692342907190323	
Non/soleil/plomb	0.08037479221820831	0.019648078829050064	0.13550913333892822	0.011802311055362225	0.11907974630594254	0.0027833073399960995	0.07422986626625061	0.04423205554485321	-0.05657971650362015	-0.012824405916035175	0.2122393548488617	0.0016143566463142633	0.0650036484003067	-0.003044601297006011	0.08066216856241226	-0.10960667580366135	-0.017417453229427338	0.008522002026438713	0.09821797162294388	0.01785069890320301	0.9056798219680786	0.8868440389633179	1.0	0.8655944466590881	0.8887327313423157	0.86944979429245	0.8367832899093628	0.7671212553977966	0.6843910217285156	0.8575111627578735	0.2437640279531479	-0.008543956093490124	0.43530896306037903	0.04416812211275101	0.10254478454589844	0.04359962046146393	0.5004228353500366	0.28132370114326477	0.3512423634529114	0.18486452102661133	
Non/soleil/plomb	0.10432387888431549	0.03421209007501602	0.18128304183483124	0.02421647682785988	0.1681346893310547	0.02262076549232006	0.07829918712377548	0.022400107234716415	-0.05184641107916832	-0.04151272773742676	0.2208583652973175	0.04074842855334282	0.13763931393623352	-0.025124726817011833	0.1514066904783249	-0.0946645736694336	0.03394843265414238	0.07023962587118149	0.11118702590465546	0.044031813740730286	0.8532758355140686	0.884231448173523	0.8655944466590881	1.0	0.8888751864433289	0.8571953773498535	0.863071858882904	0.8653247356414795	0.6693634986877441	0.839781641960144	0.2671798765659332	0.01960715278983116	0.47358033061027527	0.09947843104600906	0.14228494465351105	0.07512547075748444	0.3916487693786621	0.2651486098766327	0.3425161838531494	0.162316232919693	
Non/soleil/plomb	0.02679404802620411	-0.011799419298768044	0.16622237861156464	-0.009317939169704914	0.10845468193292618	0.00288914842531085	0.03375817462801933	0.01227494701743126	-0.07951366901397705	-0.08127094060182571	0.21583442389965057	0.0732695683836937	0.07512905448675156	0.017136141657829285	0.11478016525506973	-0.08499479293823242	-0.027154238894581795	0.05540895462036133	0.08857541531324387	0.01516309566795826	0.8930479288101196	0.8828907608985901	0.8887327313423157	0.8888751864433289	1.0	0.8617762327194214	0.8173374533653259	0.8206866383552551	0.6981022953987122	0.8331640362739563	0.17971861362457275	0.006414186209440231	0.40267467498779297	0.018471375107765198	0.06673940271139145	0.03679342567920685	0.40989574790000916	0.2465265393257141	0.32456061244010925	0.17808623611927032	
Non/soleil/plomb	0.0912073478102684	-0.0165777038782835	0.10598339885473251	-0.001526659238152206	0.09233047068119049	-0.04328380152583122	0.030163027346134186	0.012712539173662663	-0.10479408502578735	-0.04040876403450966	0.1829557865858078	0.004848624113947153	0.07779444009065628	0.00808595772832632	0.10620183497667313	-0.12702375650405884	-0.010718148201704025	0.04386688023805618	0.1107013076543808	0.0035589151084423065	0.9015710353851318	0.8405224680900574	0.86944979429245	0.8571953773498535	0.8617762327194214	1.0	0.7914459109306335	0.8196050524711609	0.6393532752990723	0.8831714987754822	0.2123933732509613	0.0007927040569484234	0.4013076424598694	0.04164522886276245	0.12236300110816956	0.113465815782547	0.39379993081092834	0.29488444328308105	0.27453136444091797	0.20136995613574982	
Non/soleil/plomb	0.07759704440832138	0.01881159283220768	0.1613888442516327	0.015782158821821213	0.15099912881851196	0.017332710325717926	0.05381269380450249	0.03152231127023697	-0.044784996658563614	-0.04029978811740875	0.21259590983390808	0.05014768987894058	0.13784858584403992	0.025201275944709778	0.13019704818725586	-0.05608205124735832	0.041785940527915955	0.05427728220820427	0.07256720960140228	0.015026175417006016	0.807295024394989	0.8397828340530396	0.8367832899093628	0.863071858882904	0.8173374533653259	0.7914459109306335	1.0	0.8122525215148926	0.6535831093788147	0.8236174583435059	0.29194945096969604	0.009707675315439701	0.4840260446071625	0.09710001200437546	0.15834751725196838	0.09812519699335098	0.3698285222053528	0.27502942085266113	0.3920372426509857	0.17554925382137299	
Non/soleil/plomb	0.054564159363508224	0.0067339069209992886	0.16614378988742828	-0.021998276934027672	0.14178745448589325	-0.013003455474972725	0.04434492066502571	0.009999657049775124	-0.07182824611663818	-0.1507217288017273	0.22773827612400055	0.07437670230865479	0.1186763346195221	0.01858920231461525	0.16205045580863953	-0.07975863665342331	0.05390278622508049	0.09046341478824615	0.12025810033082962	0.06591077893972397	0.7693160772323608	0.7989692687988281	0.7671212553977966	0.8653247356414795	0.8206866383552551	0.8196050524711609	0.8122525215148926	1.0	0.6586084961891174	0.7915379405021667	0.22161635756492615	-0.005327917169779539	0.3999486565589905	0.03365102782845497	0.10721782594919205	0.10456227511167526	0.29955804347991943	0.22082871198654175	0.3438156545162201	0.11890998482704163	
Non/soleil/plomb	0.007777155842632055	0.02455820143222809	0.16842718422412872	-0.03395436331629753	0.09275539219379425	-0.010902311652898788	0.06718708574771881	0.002588470233604312	-0.0784880667924881	-0.07881534844636917	0.16318048536777496	0.04780729115009308	0.10974026471376419	-0.04410749673843384	0.1491941660642624	-0.14473240077495575	-0.06281457841396332	-0.026269735768437386	0.09908252954483032	0.050710175186395645	0.6245450973510742	0.6775129437446594	0.6843910217285156	0.6693634986877441	0.6981022953987122	0.6393532752990723	0.6535831093788147	0.6586084961891174	1.0	0.6190426349639893	0.13746610283851624	0.012643004767596722	0.38137567043304443	0.028482701629400253	0.057475313544273376	0.07667197287082672	0.36197221279144287	0.2764309048652649	0.35671648383140564	0.155050128698349	
Non/soleil/plomb	0.09967338293790817	-0.00943089835345745	0.12201528996229172	0.019575610756874084	0.10345187038183212	-0.03741805627942085	0.06505157798528671	0.03363344445824623	-0.041364170610904694	-0.022697901353240013	0.22048257291316986	0.016669420525431633	0.0731150433421135	0.05447835847735405	0.12070276588201523	-0.08398423343896866	0.0093667171895504	0.04272890463471413	0.14155274629592896	0.054036445915699005	0.8537203073501587	0.8110938668251038	0.8575111627578735	0.839781641960144	0.8331640362739563	0.8831714987754822	0.8236174583435059	0.7915379405021667	0.6190426349639893	1.0	0.21430669724941254	-0.0032705352641642094	0.39255523681640625	0.04884013161063194	0.12635739147663116	0.1277061253786087	0.41044938564300537	0.29906561970710754	0.3311654329299927	0.1457643359899521	
